config,created,slot,protocol_fee_rate,reward_super_auth,pools,fee_tiers,token_badges,config_ext
9kLF4ETAip8h5zpyW2NPoUFHLic1iT9psw1aBaX2GPza,2024-10-06,294133833,666,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,1,1,1,1
9nsehnPKkJ8E3PkGvtyMHAn21oFoSqjDobJiNctzgNRz,2024-10-06,294133814,666,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,1,1,1,1
CctRW3wRCuBXrWzPEn3GfW5nFyMGwS6Evc4NT3ypVAk5,2024-10-06,294131408,666,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,1,1,1,1
CgK2erfxJK2BfqZtm3DpPVzWrvZfaJSLh1tVYZrKaQ9F,2024-10-06,294132971,666,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,1,1,1,1
ChkAkFZXm6eY9XMHeXGWa4g8WzTnBc1cX514RjW8Kfjs,2024-10-06,294132152,666,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,1,1,1,1
FTyaSQzp7HEmxj9dxW9VHBss3Yb8YpyH42scCiEFuvc5,2024-10-06,294133436,666,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,1,1,1,1
FxPhqQ72sJH1SyYV1fmZxFWnFETZMqNPGHsRCT7p6g1k,2024-10-06,294134459,666,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,1,1,1,1
HoUviExkSjRcCPeTDQqHENVNLfRypznbseWH2wNQF65z,2024-10-06,294134048,666,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,1,1,1,1
JAJoYyzCBW1eZVK5Ybnc7A6PAUv427uBkMswRGbNwSe4,2024-10-06,294133356,666,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,1,1,1,1
sSqvbydnRUzjRszrQQ9EKM4qDaC7dTXye1482iksanR,2024-10-07,294135495,666,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,1,1,1,1
2M2uWWo96FBV7Q2mmz1JxEx7NRtxFqUXku63cHqEBvwR,2024-10-07,294137602,666,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,1,1,1,1
3FZ1yBkmKgkYogNX956Gd5uDDkYJWo2AeooXW4fpxi7o,2024-10-07,294137109,666,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,1,1,1,1
4Prbmx2EMAppumbf5XLm9Vi4E2YD9W989T8vwerUTpJX,2024-10-07,294135803,666,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,1,1,1,1
7jhSksYQnPs6B4EAxPrT6pXwWBEXL9wUmeWJ66oN1mhj,2024-10-07,294136569,666,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,1,1,1,1
8RHiv5xYhAMg7cdgR97zDsMkqT1cdoJe4ArKoDJPtngL,2024-10-07,294136569,666,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,1,1,1,1
8hdTW4eVCHC2hJ29kf1HkU6MiBR6XsZ1ryi4VrjGg32F,2024-10-07,294149524,666,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,1,1,1,1
BtJghMidPMjUKqF2vDXofQPXA8BRu3Q4PdnFSJP7pLPt,2024-10-07,294140941,666,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,1,1,1,1
ByfADWCGYPbt2yiZ7JHpdSmE65kNzkgcozcdpmbV6crt,2024-10-07,294140253,666,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,1,1,1,1
CmKsRHrN3pCPEKR2XkWDWqMXDpwjvHYcqeJ68NX4hsgx,2024-10-07,294139416,666,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,1,1,1,1
D3qqyt2PrzxNAk85As4NYeF7K2SjocjjuNEcSaQLGWoB,2024-10-07,294136089,666,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,1,1,1,1
D4qqFoc8Z5twB2rgatmJYDtG7BebA9Fe1wfsByvUqXsf,2024-10-07,294135941,666,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,1,1,1,1
DcZbAzZUWjpAMukR7KKTxzvTWJ6bSVRYox7g8CQhQTtn,2024-10-07,294136569,666,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,1,1,1,1
DnXkio2k3vFLKNCNv2N2ouu7cTfeVDAgbzX9r1aZdV4V,2024-10-07,294138126,666,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,1,1,1,1
F8ze8DeroxchAjdAvCbk3h1vCysJuUFSbW24gdhsEjon,2024-10-07,294136569,666,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,1,1,1,1
Ff99q3zmo7oUYhEXuFsLzKNzkh2UwbPKS3D2cFVKJ2mr,2024-10-07,294139380,666,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,1,1,1,1
HGYCRq6asBGsmY6bip7GTpRAhmsrWPmsm7yAxoGPRnku,2024-10-07,294140926,666,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,1,1,1,1
HUg3vHJGxierR1Zb1dQxhBcaCeSusqR3DdXjxnpq7hJA,2024-10-07,294140109,666,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,1,1,1,1
jy6fXQtTni84o3U5zVLTYsdZGJ1VzVnr3jfTuy7TRpB,2024-10-09,294680077,666,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,1,1,1,1
p1UPpUSctE8fe2PjHZxuxMhtZUZpYy7heEiX3PCices,2024-10-09,294684616,666,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,1,1,1,1
2Mfaj9WhdhEuVEumtZFivffLVDNxsWjy9rXXvKU6wH4E,2024-10-09,294690204,666,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,1,1,1,1
2yYVSMzhJeNCHsxBEkCsL99oF2EcFDp84Vg3BUNsQYTN,2024-10-09,294683076,666,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,1,1,1,1
33gYSfauYxrGSeuUJYjVqubfN8hB4rF8T2G7VeXys1K4,2024-10-09,294682728,666,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,1,1,1,1
3eme3T7pa8YK96qp4Y6fWWumP1ZxfrcHLKCRsLD8zWpA,2024-10-09,294680604,666,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,1,1,1,1
3gGpCamfXQKM7ek1XUCBX9K9qxqEYmDHSaQ6RzF9xgtp,2024-10-09,294682148,666,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,1,1,1,1
3yCRN7fFvAhVy8WYf6VtwGiFnXrQXWGX1SBH2cDEKqsh,2024-10-09,294685704,666,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,1,1,1,1
4GzL4LWEgRGGPpmxopHEunJgVwxU9svjEeC8TvnmtkaB,2024-10-09,294682148,666,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,1,1,1,1
4HiRwcQ8vo3BSn1jna9btRnjg5r5Ltwaiyd7caoWCw1E,2024-10-09,294683568,666,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,1,1,1,1
4MeRqCsVKdtXNQLiDUNFJFJfCgchuTbEfiHpiKv82q77,2024-10-09,294681840,666,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,1,1,1,1
4Vzoud5AgMSbAGPR88HJReMAtcwpnBXd1rs8vrmzKok1,2024-10-09,294681645,666,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,1,1,1,1
524oz87nbHLUNRsn3WvT9XtcGX1tNQa5pnyTvFZmQxTP,2024-10-09,294682149,666,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,1,1,1,1
5BiLx7UFxCCjVD9KhmrssY5T3M4gAoNY5PSATg65RmnS,2024-10-09,294679625,666,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,1,1,1,1
5aCf1ffvdwprCkMhdn5dYyvf9EAr9fkdNC2n3JgGAiQZ,2024-10-09,294689688,666,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,1,1,1,1
5xjCt6RnF9Qnj2GcpzyNqig75qyBkuLTHcwR5dmtmHAi,2024-10-09,294679298,666,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,1,1,1,1
66HpV7AwQMHNRqaxJFgFFN4iR9W6e69YHzzC7ZFWfn3n,2024-10-09,294685703,666,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,1,1,1,1
6Q8FT6adscSNkcxNcSzpY8z1ioAszGqANXp6DBD8UbwP,2024-10-09,294708800,666,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,1,1,1,1
6UMLz17SNe9nHhJZ86V9zrxqs52Y7U5XhnnzxVgSNZcw,2024-10-09,294709129,666,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,1,1,1,1
6WHBUuwDy2Er8aQmirSWbNvmRXftDs1MP6npJj1urKmQ,2024-10-09,294679624,666,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,1,1,1,1
6k7fTLwnphqG3f2YDygZYLeumtaCWTfTZrgc7bSCvnAZ,2024-10-09,294684852,666,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,1,1,1,1
7FULJXp4GKQpSMpjujosnt9BL6HDVEsyvzdwYFBpFbiv,2024-10-09,294682148,666,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,1,1,1,1
7Ui6rheccrpiAU81vw4rHe5UeurAZVKiv82u9dtg6Zys,2024-10-09,294685096,666,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,1,1,1,1
823kq9dZ3Ugy9p4uJXDGgUtVMibR55yA7oFnKzUcoHzs,2024-10-09,294679298,666,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,1,1,1,1
8i2rTLv95ezweSqppuCPmLqL1g6nvP8uD4VrdveWkjUA,2024-10-09,294679748,666,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,1,1,1,1
8pSEvMCA6v4bDU7kEmmcbTtEhWQH4rbN6SHYpeY9tSrF,2024-10-09,294709216,666,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,1,1,1,1
9pYnkxPwtXJhjuX9o5Yhg2CNBHh76erUC9cmzkPtgwEA,2024-10-09,294685704,666,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,1,1,1,1
AUiqMHLrscS7yUHspRo8k642Uz5q1rrNzBxC64b2mx1V,2024-10-09,294682455,666,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,1,1,1,1
Ac142vAE9vWFVhc3Tz4kGNRWo8urA72PRESxuBQUrHs1,2024-10-09,294683076,666,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,1,1,1,1
AvRN98dfj1sB13FyRC7mrYi6znHGw1G411ZoAvNQaY2E,2024-10-09,294680084,666,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,1,1,1,1
BPisekqXm475EPcpZRuYNwM5UouuJBLxBQ6bAQLp2jwT,2024-10-09,294683854,666,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,1,1,1,1
CG9LE8CfipB5Qj2z5PcwYS7Jp5wsDdiJQfasPB1sMiRS,2024-10-09,294681840,666,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,1,1,1,1
Cc7Y5m3XzFncpNSuFiobKGJJrUtTbhyw4ubim8MR9snz,2024-10-09,294690300,666,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,1,1,1,1
CstuY1GfbVdhDCkTcaLPyQmhq1UQ3nCrFq9GyoS9ykTv,2024-10-09,294681645,666,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,1,1,1,1
DUrGQK8Q3JMm9Zjp2hrx1x9Xn3APdYjz3FmSyXrJmteE,2024-10-09,294686044,666,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,1,1,1,1
E2a4ueXnzb7bjiAAtEmHMBi63JiBZpPe5ZGbNXEGTp9i,2024-10-09,294683460,666,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,1,1,1,1
EBTq94cNTGvmCWSxBoBNfkkvqQRYoYeD2jUzjkrB6K36,2024-10-09,294682456,666,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,1,1,1,1
EC1XTmUWFSvvxcYA4UkJHNwnr5mVvSayRAHJ2PWPe3eY,2024-10-09,294682148,666,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,1,1,1,1
FN8XXNr2LzferDJ8kRGAp2MvzTwsxvn6bJEitA3QvzTo,2024-10-09,294686044,666,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,1,1,1,1
FdLhkMpCLrEd3A1xmxetQemBM59abNsZJZe1n2RZykE7,2024-10-09,294680604,666,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,1,1,1,1
GDNCkfhnRTfAnAFKFbNRuy5ijU7tPxRQZ7RonA1ShcgY,2024-10-09,294683076,666,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,1,1,1,1
GhCCoaq4WP1NyFJuEgzLeh9HP7zzcjvxz64zBRCasav1,2024-10-09,294682148,666,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,1,1,1,1
H8LMmn6YgymxvJDLWtLyWS5kcZQ9PNYijLsi56TnjbPr,2024-10-09,294684028,666,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,1,1,1,1
HaKVBo8EYhD7818SzH3gCd5rWmrsgMCwnYqjX96S7sKe,2024-10-09,294682728,666,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,1,1,1,1
HbgLPivuhAZzobPzcssxwoZdgRtumaBzQRL6eqpi8oy8,2024-10-09,294684991,666,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,1,1,1,1
HwCMtAZzG4eSDirsVHrHDmYsR7uNz4igPMevY24poB53,2024-10-09,294683860,666,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,1,1,1,1
Hz9AkGoyRkZkANhaDjdpBS3BtJt1L9d3gpnpCbA8Wjwu,2024-10-09,294683076,666,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,1,1,1,1
HzZWfGJ3Wbs6BBbQCDQVP4tunms953zvn394Z1k4sTdi,2024-10-09,294683889,666,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,1,1,1,1
J4ZATiHf49kdUScRgiYLmnFm9fAaYYDnzsqGZdZBLZbP,2024-10-09,294683460,666,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,1,1,1,1
3enNaR4yiYepoJyaVeU9r3ePJ4YXroSKLdp8XhkNrAK2,2024-10-10,294746700,666,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,1,1,1,1
9Rnq9vE87MhP3HVwzgHen269Lop7qXvzJA2wCLKdQwEb,2024-10-11,294999268,666,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,1,1,1,1
Cc7KdAPTFnb4h6TNRxura2BUABpLMT24MpKYKqATHPv2,2024-10-11,294999504,666,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,1,1,1,1
HYYtVQiiY9jm278YX5Ct4GE2NDzyCQFDYdtMRK2DdYQX,2024-10-11,294999440,666,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,1,1,1,1
GTckuaEeWTEFK1dFXwh6iWvr36954VxBuXU5PCVTPiay,2024-10-29,298291966,300,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,1,4,0,0
5ar43BgYjTrXSibBsX89AgCrx32RYGuTWgo2bvXnX5AR,2024-12-28,310419704,300,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,1,1,2,1
9zKyYNHxyG8ZrtjZ6qx1eTFqYJ3d7B1JB4w9DJzgDkU2,2024-12-30,310688996,300,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,1,2,0,0
3HME9qukQdeeiBEbnKtqLKKroW9eor5wMtNLGR9pGfBG,2025-01-06,312229036,2500,GdPSADtU1Kzj1ueijpHaJWS6HqhoYVXMFR5FzhNBUmrh,1,1,2,1
68ToEMGhpQgKNSDTjgpkUckWuBo6PRnHqZhMd4fQbz8t,2025-01-06,312231709,2500,GdPSADtU1Kzj1ueijpHaJWS6HqhoYVXMFR5FzhNBUmrh,1,1,2,1
8joXxLwnP916Jc6RoRm5s7WV2ZG37sCKwLhY5YrqbkTu,2025-01-06,312230158,2500,GdPSADtU1Kzj1ueijpHaJWS6HqhoYVXMFR5FzhNBUmrh,1,1,2,1
CuRxokDVEuCjovsSNkvUbkpTW3fCTYMbuFqPf3kpZgEz,2025-01-06,312187243,2500,C7wWbtsRJuqh9cVHopuhdT59GFgyrZdyq3wTD1cTQjW5,1,1,2,1
G6BUx6tFcX7M2yhwMxFrq1L9KT4gh4VpZRj89nUwp7P3,2025-01-06,312251351,2500,GdPSADtU1Kzj1ueijpHaJWS6HqhoYVXMFR5FzhNBUmrh,1,1,2,1
HGFC8sAoCuh5iGfEnkGgKzCxgEyEyUnTxfMgtJRjFCJ3,2025-01-06,312229648,2500,GdPSADtU1Kzj1ueijpHaJWS6HqhoYVXMFR5FzhNBUmrh,1,1,2,1
2eQYd3dFFXMnaDonnHVuqWZS13R4roTJxdSPKzBQbNoq,2023-02-06,176288125,138,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,1,0,0
3Ji5L1Cwoeg7UjaLKHxNw9BNjrgnmZHW52RYgAiGmiG9,2023-02-06,176287944,138,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,1,0,0
BJLSBgwJouuW86WXFmuAfg3FJEMhw6x7PMN1kZoPaxHD,2023-02-06,176288861,138,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,1,0,0
4kKYSNNgwJjmMeNAvNrxtrvhxcorfcqUZwejSvoEsAYi,2023-02-09,176831077,138,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,0,0,0
7wGvmJExow7ufS5gpQyrpsVWaujtTdVwhrQZMzFkdsS6,2023-02-09,176842317,138,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,1,0,0
Fc4FwZYyBaimBsYf6EJPyNbN9Finyxcok2A6wGqVNRtf,2023-02-09,176841984,138,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,0,0,0
77EKYv79tYDpgjWWAy3fJoAjabieccwZhkSBqD3L6YeJ,2023-02-11,177122324,138,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,1,0,0
B3D52NwNLjuBidxdAexRjsmjnyRDpFcLsnxcc8SJBYAN,2023-02-11,177122680,138,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,1,0,0
7iFdnV4DR69x5VD5bYTvRvC1TiSuVPA3LTjXKeFBQteU,2023-02-12,177312768,138,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,1,0,0
3r1vwu41aR3Es3SzZ2yR2XKDrYjUCjgv7SfjjU8d17ys,2023-02-13,177554848,138,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,1,0,0
7iebZvCYqDPs1tjVq6h8r7Uv1GxruX2VbZQRanHmqqiG,2023-02-13,177554787,138,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,1,0,0
FzAzDGLgyXDZSY1Z4wUCWCwWUcLabKAmSscXLpy4kCBE,2023-02-13,177501189,138,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,0,0,0
GJknfEjCSBMGyCupP3P3uwFQZRtFtGZT1jSxoWDgFF9E,2023-02-13,177501294,138,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,1,0,0
2XEMcBbkSDHN672XnCQnMvk1sf9g6MorVT2xiqLn4XhB,2023-02-18,178465716,138,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,0,0,0
2zPRp3BAVJDm3K9ZZ24dPeo1QJ3o8rH1oZDxW1zVCLNu,2023-02-18,178466800,138,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,0,0,0
3QNVc8vRqByrYzYkAzv8FkQSST57iBHF5M2s1RYzG9qN,2023-02-18,178467556,138,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,0,0,0
3UGkjMBJot7kceePbquTWUSx9okkdxgn8QZ7wtkdYpAU,2023-02-18,178462740,138,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,0,0,0
3YePNUQkMUdaWoAX1dX5eLkYbUJQu8mdfQgc1nBL8VTM,2023-02-18,178463096,138,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,0,0,0
5bUkqVcVZW5hfXszSbAcnABrkDGBunxAJsbAZERPBu1v,2023-02-18,178462631,138,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,0,0,0
5vu9B6ejAdhu4c9DKuSrt3JNkdh6Mc5hbBxHBuB3W851,2023-02-18,178461552,138,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,1,0,0
93MnSWAkRoyCdV8czrXaH9pGKjAewSZjoTVkaPNRCHuo,2023-02-18,178467899,138,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,0,0,0
9pX3zqUCrsKqzQmMoFPGsCzx938YWK4G2tBppTmYaewc,2023-02-18,178466707,138,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,0,0,0
AyWdmrbtd1JJ55Wcf23e4wexVV2zH8AAJqfV9crTyxP1,2023-02-18,178466860,138,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,0,0,0
B1nh3dW5SLsKWj5FmkSDX2uRwoKYF3TUdT9MYFUfvc1b,2023-02-18,178463139,138,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,1,0,0
BsdP4w8C7F6wSdcqaGnvggFbvXrdxcEtFb8Y1r7wuDJa,2023-02-18,178462485,138,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,1,0,0
ELMZdnG5Y8F8XuteqAXdN1hsjXsQki6sjp6hKtruFHjB,2023-02-18,178466660,138,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,0,0,0
EotMnYGxzqho4qsV4Fneg552GStS5Cwhgd76eZmx8RxU,2023-02-18,178466415,138,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,0,0,0
FjD5hQPkttrc5VWhkRTRWEwguRC3Vjcq7RLiXfZtVJkT,2023-02-18,178467212,138,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,0,0,0
GPpMvzvDPgEhRwNuy7oQ1h1xYibH5XBKt7VAnzKVn84S,2023-02-18,178466639,138,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,0,0,0
HPfed5MYmTfsLpAeJhkjy6nhVVo3NMtHeLHbR26QWyrw,2023-02-18,178466059,138,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,0,0,0
HaqZNAWDuRCnbtn2ah3erpHkiBKNXxinUu3wueQ2sopr,2023-02-18,178462792,138,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,1,0,0
Aj42Q1jeFh3siYi9v5BP4mvngSWtTPRsqwgurKfLncZb,2023-02-19,178628641,138,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,0,0,0
EpHuqPEpoHPnLht5rPoJCRKSQFThiUPo8FA2z3nZSWJN,2023-02-19,178628729,138,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,0,0,0
GCYZRpjrQuD9WnWB38BiTV5ymntidfcQLo1fLbY4ZTRs,2023-02-19,178628698,138,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,0,0,0
5P5dVk7B6z25fgR3NhD9PQGgbAVYx9jgnES1mtXP3hWW,2023-02-21,178819624,138,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,0,0,0
9cuyMssDVyf5xmnaPGRuMozvJNCnyQTiifK5CSMrmYQv,2023-02-21,178819220,138,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,0,0,0
HH1aWAVR4BUd68gHMSXPiqQttYvuHSXY89fsRXAagRe8,2023-02-21,178819272,138,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,0,0,0
7yx5baqJVYcfA7GzoovdeckyTFd4zZkhbDQEa4u12Qoq,2023-02-22,179050096,138,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,0,0,0
7f194XfjynGkn3ayWmfzBqBssBFyUep31We6GtXfFVC,2024-03-29,257181589,150,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,0,0,0
98RDvVz5G123hArL7Ce4sC1Ft1F44rshAU8MF3AduPp,2024-03-29,257181589,150,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,0,0,0
BwfsBwGmTXWng9kwf4bvWVuKRjcwyHtEWtKrmvhPzTo,2024-03-29,257187831,2500,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,1,0,0
ECvVf6PcyYfUeHFE2n64FPu83jnTRVycFjJPBPV1WMA,2024-03-29,257181121,150,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,0,0,0
qbRvfJSSnf7e1rdvb2RorSsVE3cWMtn37c6YNCnDkoh,2024-03-29,257182365,150,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,1,0,0
wa6KCD7pQsjeUEn1JRF6nQcn47PFey4yCrf8E5xjXko,2024-03-29,257187830,2500,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,1,0,0
2L7Z3AcrZTXCQnHj4yAuDbgDrYsuHYz1diM5usq17PXS,2024-03-29,257180493,150,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,1,0,0
2NdVPfgzv6JoRDCiNvnJqg3xP6H34yeNu43X9DbudNrt,2024-03-29,257186735,2500,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,1,0,0
